,0,1,2,3,4,5,6,7,8,9,10,11,12
347,42,60,42,49,97,36,30,78,20,80,2,27,78
348,23,60,42,49,97,36,30,78,20,80,2,27,78
349,42,16,24,72,33,36,30,78,20,80,2,27,78
350,23,16,24,72,33,36,30,78,20,80,2,27,78
351,42,60,24,72,33,36,30,78,20,80,2,27,78
352,23,60,24,72,33,36,30,78,20,80,2,27,78
353,42,16,42,72,33,36,30,78,20,80,2,27,78
354,23,16,42,72,33,36,30,78,20,80,2,27,78
355,42,60,42,72,33,36,30,78,20,80,2,27,78
356,23,60,42,72,33,36,30,78,20,80,2,27,78
357,42,16,24,49,33,36,30,78,20,80,2,27,78
358,23,16,24,49,33,36,30,78,20,80,2,27,78
359,42,60,24,49,33,36,30,78,20,80,2,27,78
360,23,60,24,49,33,36,30,78,20,80,2,27,78
361,42,16,42,49,33,36,30,78,20,80,2,27,78
362,23,16,42,49,33,36,30,78,20,80,2,27,78
363,42,60,42,49,33,36,30,78,20,80,2,27,78
364,23,60,42,49,33,36,30,78,20,80,2,27,78
365,42,16,24,72,97,37,44,42,20,80,2,27,78
366,23,16,24,72,97,37,44,42,20,80,2,27,78
367,42,60,24,72,97,37,44,42,20,80,2,27,78
368,23,60,24,72,97,37,44,42,20,80,2,27,78
369,42,16,42,72,97,37,44,42,20,80,2,27,78
370,23,16,42,72,97,37,44,42,20,80,2,27,78
371,42,60,42,72,97,37,44,42,20,80,2,27,78
372,23,60,42,72,97,37,44,42,20,80,2,27,78
373,42,16,24,49,97,37,44,42,20,80,2,27,78
374,23,16,24,49,97,37,44,42,20,80,2,27,78
375,42,60,24,49,97,37,44,42,20,80,2,27,78
376,23,60,24,49,97,37,44,42,20,80,2,27,78
377,42,16,42,49,97,37,44,42,20,80,2,27,78
378,23,16,42,49,97,37,44,42,20,80,2,27,78
379,42,60,42,49,97,37,44,42,20,80,2,27,78
380,23,60,42,49,97,37,44,42,20,80,2,27,78
381,42,16,24,72,33,37,44,42,20,80,2,27,78
382,23,16,24,72,33,37,44,42,20,80,2,27,78
383,42,60,24,72,33,37,44,42,20,80,2,27,78
384,23,60,24,72,33,37,44,42,20,80,2,27,78
385,42,16,42,72,33,37,44,42,20,80,2,27,78
386,23,16,42,72,33,37,44,42,20,80,2,27,78
387,42,60,42,72,33,37,44,42,20,80,2,27,78
388,23,60,42,72,33,37,44,42,20,80,2,27,78
389,42,16,24,49,33,37,44,42,20,80,2,27,78
390,23,16,24,49,33,37,44,42,20,80,2,27,78
391,42,60,24,49,33,37,44,42,20,80,2,27,78
392,23,60,24,49,33,37,44,42,20,80,2,27,78
393,42,16,42,49,33,37,44,42,20,80,2,27,78
394,23,16,42,49,33,37,44,42,20,80,2,27,78
395,42,60,42,49,33,37,44,42,20,80,2,27,78
396,23,60,42,49,33,37,44,42,20,80,2,27,78
397,42,16,24,72,97,36,44,42,20,80,2,27,78
398,23,16,24,72,97,36,44,42,20,80,2,27,78
399,42,60,24,72,97,36,44,42,20,80,2,27,78
400,23,60,24,72,97,36,44,42,20,80,2,27,78
